label,l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z
F,-0.42607989571018406,0.9999999472217531,2.1322777854493324e-07,-0.012946345634183416,0.8537714807464956,-0.022332027554512024,0.3365906835838541,0.5732724096436412,-0.03261817991733551,0.5095367653268029,0.25189890854585373,-0.04439263418316841,0.4622875675561561,-0.03458458241851039,-0.05466034263372421,0.1967616851038676,0.08232050118223273,0.0009514747653156519,0.32830407659179195,-0.2753931451612903,-0.026538264006376266,0.36563370841074144,-0.24704257093396387,-0.05003979802131653,0.3640598610876541,-0.11112517944603952,-0.06097950041294098,-0.01947797035973653,-0.022138627343354162,-0.0014075418002903461,0.11014603740922141,-0.46391155421381525,-0.013281810097396374,0.18860449037324775,-0.7411474518662388,-0.028041521087288857,0.273776969684175,-1.0,-0.039207544177770615,-0.2462321081742949,-0.033393588498564435,-0.010536371730268002,-0.12590973864212127,-0.44861610158756965,-0.0241997167468071,-0.0295284263637899,-0.7318673471541969,-0.03743112459778786,0.06665359525418003,-0.9703259056747171,-0.04671256244182587,-0.5051429762709002,0.022847016973484208,-0.022663528099656105,-0.5089830159601418,-0.3052844219726398,-0.03513886407017708,-0.5095367653268029,-0.53804092425266,-0.04121894761919975,-0.49974048935990545,-0.7539747825536227,-0.04520721361041069
F,-0.42806934387434326,1.000000107872468,1.5748136661386525e-07,-0.18951628475138524,0.9882916301967831,-0.06374995410442352,-0.030683784157547307,0.7580609319792894,-0.09551800787448883,-0.08900827015063095,0.4558659214261258,-0.11951146274805069,-0.16285323109324648,0.15090646313577066,-0.13920462131500244,0.29204798685164063,0.20263605792578934,-0.051560331135988235,0.3105973049574087,-0.1474028732479084,-0.09256792813539505,0.06948615812852486,-0.023717919537063144,-0.1271611899137497,-0.1342016563601715,0.12291064513560972,-0.14633360505104065,0.11960672718599781,0.04975671522294111,-0.034594979137182236,0.26859306039153824,-0.3982828429055406,-0.059196680784225464,0.33724353051054096,-0.6957694359758564,-0.08388223499059677,0.42806934387434326,-1.0,-0.10347003489732742,-0.08975302166963711,0.006822070620652874,-0.025888686999678612,0.05978842325618223,-0.3862073830937522,-0.046572279185056686,0.16344048880898657,-0.6583928663505428,-0.06575344502925873,0.28549667612564383,-0.9079932527928721,-0.0798938125371933,-0.3199686177416122,0.02656715503409525,-0.02317129820585251,-0.22614999062588254,-0.28876844807979457,-0.035402994602918625,-0.15072318781265487,-0.4966512071037041,-0.043424341827631,-0.04395447091467007,-0.6951442610876177,-0.05105747655034065
F,-0.3452485251498108,1.0000001011210278,2.6387394314042467e-07,0.03764098799288917,0.7886648383984856,-0.015704307705163956,0.3175797895469171,0.45970903435485794,-0.022147562354803085,0.5196363890085488,0.1481494851928479,-0.03202785551548004,0.6135772170279721,-0.12411635389932794,-0.03989626094698906,0.07130620053917731,0.019072740400075235,0.016692696139216423,0.2075912566714598,-0.3119988189063963,-0.00856040883809328,0.32149519573997337,-0.31231330530258444,-0.031007202342152596,0.3944922409835436,-0.18136673158636646,-0.0406520813703537,-0.12231104019156368,-0.06292609873052661,0.011764013208448887,-0.05448229067441658,-0.5019096706083643,0.002216220134869218,0.003535292249882194,-0.7679333086598026,-0.009807399474084377,0.06066725721346851,-1.0,-0.0181558970361948,-0.3172839094198282,-0.050959234068887686,-0.0006337474915198982,-0.2628953579381018,-0.46437779220437775,-0.011864723637700081,-0.19913511184996877,-0.7484177592793712,-0.020479682832956314,-0.13703203716400011,-0.9756973306071104,-0.025863120332360268,-0.529994519240298,0.024368246379361604,-0.016125783324241638,-0.565685893818876,-0.30358524603757253,-0.026547519490122795,-0.5978524927344542,-0.5423319924685058,-0.02934575267136097,-0.6135772170279721,-0.7536118408678611,-0.030144229531288147
F,-0.2153369817905583,0.9999999488935244,1.503309334793812e-07,0.11647794408052091,0.6912653206992674,0.005626888480037451,0.28624711452838536,0.3354665346620472,0.00685890531167388,0.4543455120746204,0.06538475612398677,-0.00031001330353319645,0.5617341183560559,-0.19005563042086387,-0.005519063211977482,-0.1235415745046556,-0.02868754686463816,0.040994077920913696,0.018756843157088223,-0.3405284266483065,0.016414709389209747,0.22733197826216722,-0.29931749346041536,-0.008973243646323681,0.38600163990459035,-0.17619872282873117,-0.021256696432828903,-0.2300439944984901,-0.07422975386303628,0.023834452033042908,-0.24495420655356737,-0.49623145959276727,0.016519682481884956,-0.18769798648663014,-0.7709251887055506,0.0037451116368174553,-0.1338391204943509,-1.0,-0.005769763607531786,-0.3278521808564137,-0.0412170148584923,-0.00029295653803274035,-0.3554388431292863,-0.4461827857853675,-0.007523746229708195,-0.31603779466971726,-0.7479927931692312,-0.01252917293459177,-0.2713071585044855,-0.9904506528136773,-0.015734685584902763,-0.4051388685598686,0.03310651938734375,-0.02672535739839077,-0.4691466629106814,-0.3142159510260954,-0.033057957887649536,-0.52432264499316,-0.5656828090899204,-0.03172450140118599,-0.5617341183560559,-0.7764528651107947,-0.029864197596907616
F,-0.10625649194088922,1.0,3.73422324173589e-08,0.04553459882468882,0.6062598178891142,0.04373571649193764,0.10278059418572388,0.297241796774191,0.06171932443976402,0.23778139635933815,0.06573708480750821,0.06873665004968643,0.37311772469965276,-0.11609994575885793,0.07422251999378204,-0.37311772469965276,0.07606105358598664,0.0478447861969471,-0.2992803211761094,-0.3615322632198268,0.05181019753217697,-0.20021757338592014,-0.5410416937487168,0.05316906049847603,-0.09918000155812219,-0.6673695503915543,0.052004359662532806,-0.35865063912886763,0.07862146999921417,0.018971512094140053,-0.33105428838180895,-0.4669404692473244,0.018743865191936493,-0.29942846680213236,-0.7669609548335103,0.015302869491279125,-0.26700351569638986,-1.0,0.011932436376810074,-0.23864659387387396,0.1228579343200764,-0.008608415722846985,-0.2319511782368889,-0.4537576506674276,-0.012292067520320415,-0.22619672408756555,-0.7462714147377388,-0.015301457606256008,-0.25115644347224036,-0.9830518697973573,-0.018535710871219635,-0.025199864120922007,0.16119292630566862,-0.032882146537303925,-0.0057686598942844535,-0.27470505885744545,-0.04108874872326851,-0.020838249441832605,-0.5311630638003683,-0.04501371458172798,-0.04621557263076078,-0.7733813878358912,-0.048178207129240036
A,-0.6650511242931166,1.0,-3.239379395836295e-07,0.019488817250461893,0.8295231007179669,-0.02524004876613617,0.5221947838576825,0.14587705695789893,-0.029081890359520912,0.6334445356084664,-0.5882421147021711,-0.030564021319150925,0.9030076771696981,-0.9777235697334555,-0.025496147572994232,0.2806987488239507,-0.4701547269659833,0.00435454398393631,0.21118335135438754,-0.9284568828725093,-0.017317991703748703,0.10326766180332243,-0.37830191518001327,-0.026030221953988075,0.12518661319863347,-0.16909191941278778,-0.028041930869221687,-0.10111075225029138,-0.5526302380584605,0.011082989163696766,-0.18650487170279906,-0.9708542380905573,-0.01234665047377348,-0.23308023615270887,-0.34137928267511347,-0.013853991404175758,-0.1813593424956519,-0.21023849979237338,-0.007866180501878262,-0.4593258454014215,-0.5582636396645075,0.011520631611347198,-0.5542699868202234,-1.0,-0.014379097148776054,-0.5506434419076773,-0.40001243753648513,-0.0038165641017258167,-0.4780952915900187,-0.22575031444900712,0.011083198711276054,-0.8376484229404342,-0.5366325570571986,0.009607762098312378,-0.9030076771696981,-0.8567071421550239,-0.005785671528428793,-0.8523503934875454,-0.43940010953056324,0.0018590991385281086,-0.7705888371103992,-0.2682305197084802,0.013097754679620266
A,-0.7055045308322503,1.0,-3.610752514759952e-07,0.07789388025666223,0.7262705610864849,-0.010193263180553913,0.5488548628953268,0.14240933620689308,-0.008512701839208603,0.6347370359774123,-0.5341841793441559,-0.008668730035424232,0.8939918070643506,-0.9022543614000298,-0.004836543463170528,0.2493865731034325,-0.38733108440232455,0.018926696851849556,0.3047015284411393,-0.8907809210291368,0.00025110074784606695,0.18944468364025074,-0.39461436263591193,-0.008775108493864536,0.12874561572812518,-0.11491095830221892,-0.01054357085376978,-0.11956277057492996,-0.4582055151642339,0.018406739458441734,-0.05865986235964411,-0.9663059602824392,-0.0025561354123055935,-0.13671825939641602,-0.3582288685218007,-0.007368959486484528,-0.18600949301947275,-0.09535653394442622,-0.0036148172803223133,-0.47696865393574295,-0.4602374980288081,0.013157270848751068,-0.4281180042750287,-1.0,-0.009770788252353668,-0.4538311744852932,-0.3875708375148015,-0.0012807848397642374,-0.49212345820691955,-0.08444385503744362,0.012395077385008335,-0.8939918070643506,-0.40999006077891875,0.006959673948585987,-0.8328060102393638,-0.8356033973918874,-0.006858249194920063,-0.774321097431251,-0.4186986160928709,0.0011526077287271619,-0.7567113817924865,-0.16219247901508219,0.012615878134965897
A,-1.0,0.9525751480677377,-3.141369120385207e-07,-0.2458612322615889,0.9143706864215748,-0.01938803121447563,0.39508688848342466,0.315094801525229,-0.020601173862814903,0.653281307657347,-0.41816902261644356,-0.021013539284467697,1.0,-0.751202154835694,-0.01588170789182186,0.15126775608385779,-0.30559153848303855,0.012067577801644802,0.2509790431635984,-0.8325074630663994,-0.00677478825673461,0.08724128589321939,-0.2898104796036345,-0.01437684241682291,0.026435280159853015,-0.052087086526980526,-0.015526107512414455,-0.22759467781597872,-0.4088234548823392,0.01607115939259529,-0.18239376474926935,-0.9356258388438781,-0.00609438493847847,-0.29897388206805325,-0.29370152976411934,-0.009768740274012089,-0.3455894851813719,-0.11405612234632782,-0.00498933345079422,-0.5920818249414597,-0.4513592084870092,0.01436656340956688,-0.54157147398457,-0.9525751480677377,-0.009234029799699783,-0.6010089019545192,-0.34663408065321094,-0.0009872567607089877,-0.6276483159718049,-0.1461019840571131,0.012136353179812431,-0.9913587321384234,-0.482963088313614,0.010918770916759968,-0.9256254549373694,-0.8289589923683084,-0.0020052343606948853,-0.9266431878291413,-0.40613763189717134,0.005198177881538868,-0.9375485252932942,-0.21493631230283328,0.015431774780154228
A,-0.7193362129696912,1.0,-3.106961230514571e-07,0.11743708123156064,0.759196514557869,-0.0020263108890503645,0.5646419125196052,0.21688652469316563,0.00400219950824976,0.6857865135913322,-0.42878194419163773,0.006826117634773254,0.9295027425222175,-0.7772305296723687,0.012914218939840794,0.2660797538471136,-0.3330158058504815,0.028658438473939896,0.391757022114811,-0.8721602341358187,0.015412583947181702,0.3011504659589265,-0.4103032401141868,0.006897220388054848,0.20053502218006763,-0.08312318171567035,0.005002886988222599,-0.10847270990827342,-0.4106761057559415,0.02665790729224682,0.010814745286799756,-0.9741903921327607,0.01247472409158945,-0.0636549574816199,-0.4076484449532728,0.0060608480125665665,-0.1480547474291868,-0.10050935047297709,0.00721605122089386,-0.4887821206717984,-0.43186767927973113,0.020988814532756805,-0.36490207710992806,-1.0,0.00590062141418457,-0.39470341995978303,-0.4347611330765068,0.011964651755988598,-0.4631846994163227,-0.11384427349581958,0.022034702822566032,-0.9295027425222175,-0.40016424967510206,0.014927652664482594,-0.7854210560121353,-0.8481082455430038,0.006625605281442404,-0.7405483074423941,-0.4535382117511572,0.014370329678058624,-0.7511995007663549,-0.18299638277233504,0.02430737391114235
A,-0.4343283299577899,1.0,-2.830152254773566e-07,0.29576095358360643,0.7377768695636723,-0.004464668221771717,0.6615410942632244,0.15272573037089002,-0.0004402653139550239,0.7326615982653969,-0.436366210469348,0.0006740140961483121,0.8347684704288105,-0.8099312826150694,0.004195301793515682,0.3220272265935391,-0.3791222608556587,0.01599576137959957,0.4396317251891766,-0.8782407437809975,0.0012142182094976306,0.4379389960826185,-0.44907751671772794,-0.0062170857563614845,0.3562731219572306,-0.143155166706004,-0.0073037887923419476,-0.018463958428859988,-0.4372340141977557,0.013386888429522514,0.09111572171409875,-0.9549899004102029,-0.002445833059027791,0.10550082878829259,-0.4076021769840605,-0.00656339805573225,0.016045001408032313,-0.12009800986511089,-0.004084885120391846,-0.38807263360758737,-0.4406534660579229,0.007458392530679703,-0.26635258597012657,-1.0,-0.011074814014136791,-0.20133664565369977,-0.4472663892836573,-0.0038171163760125637,-0.27631117939026983,-0.13109418210319468,0.007416571490466595,-0.8347684704288105,-0.3847109323182624,0.0011774665908887982,-0.6489510835281852,-0.8558997712768361,-0.011393004097044468,-0.5236991732204229,-0.4805183567625532,-0.0035429527051746845,-0.5494775601368862,-0.20214553993693407,0.006807629484683275
A,-0.0774193213264458,1.0,-3.322757038404234e-07,0.4978724002583229,0.5735894805858819,0.003531171241775155,0.6126625701949396,0.024713257875405847,0.00793424528092146,0.6075939096186781,-0.4280763996066943,0.006320880260318518,0.5374340322280334,-0.7782907895480414,0.007055402267724276,0.31766143772598443,-0.3867572689595409,0.02484910935163498,0.4479334299909841,-0.8899992468118693,0.007667915895581245,0.5436185934117622,-0.5012776882838228,-0.0034059856552630663,0.4728214167656812,-0.1404715566697048,-0.006095587741583586,0.05987514272288167,-0.4265152134598749,0.015389966778457165,0.18342378904857293,-0.9875243028554249,-0.002381957368925214,0.30143018872960087,-0.5149072588976281,-0.009467648342251778,0.23148561030046116,-0.1590032087963776,-0.008051118813455105,-0.2495599760305266,-0.42151157245351883,0.0024212365970015526,-0.10253371233354072,-1.0,-0.01585553027689457,0.059767672359401676,-0.5320507521626844,-0.011367088183760643,-0.001337826908053462,-0.18111559431693136,-0.00137806695420295,-0.6126625701949396,-0.34731636203147287,-0.010674604214727879,-0.41046317129459425,-0.8450323929109325,-0.022236419841647148,-0.21567743630164388,-0.5478655535005829,-0.014291021972894669,-0.22494424750997885,-0.2561035777869147,-0.003968493081629276
A,-0.1896228062900753,1.0,-3.80522862997168e-07,0.3627634759985668,0.6308973439055096,-0.011134795844554901,0.6066308068656479,-0.14757439866129074,-0.010205007158219814,0.6357961671598807,-0.6541344077577517,-0.010394060984253883,0.7354674853928764,-1.0,-0.004753486253321171,0.26037831315824717,-0.6368316778215989,0.005914084613323212,0.5641568411667184,-0.9180142881855772,-0.012076680548489094,0.5364938056773555,-0.4104342813816793,-0.01740202307701111,0.36902400122359474,-0.30713863390576696,-0.019600799307227135,-0.09381077566700043,-0.62215088872038,0.0021061443258076906,0.260947177384427,-0.8566691909457678,-0.01634839177131653,0.29302058770282247,-0.3047051964288005,-0.01566941849887371,0.10450716727836622,-0.30013231292194714,-0.011797705665230751,-0.4215379509332803,-0.5064987119635987,-0.006150641478598118,-0.09659237415031986,-0.7914584332067113,-0.028761643916368484,0.023806598908877492,-0.2723619445597201,-0.01761331595480442,-0.1642593776018264,-0.19560401448423578,-0.006133297923952341,-0.7354674853928764,-0.3392308274769136,-0.015255537815392017,-0.3773808716217502,-0.6092774845736247,-0.02870657853782177,-0.23881346192370528,-0.24792493273037974,-0.017341826111078262,-0.39044495932545314,-0.11979363242700505,-0.005999299697577953
